x,y
762.0,499.0
770.0,503.0
749.0,510.0
749.0,510.0
734.0,494.0
733.0,479.0
733.0,479.0
739.0,469.0
748.0,467.0
748.0,467.0
782.0,517.0
787.0,545.0
787.0,545.0
799.0,599.0
806.0,617.0
806.0,617.0
808.0,620.0
808.0,620.0
806.0,619.0
797.0,579.0
792.0,554.0
792.0,554.0
783.0,498.0
779.0,481.0
785.0,470.0
785.0,470.0
796.0,470.0
796.0,470.0
813.0,477.0
813.0,477.0
831.0,484.0
867.0,518.0
865.0,522.0
865.0,522.0
856.0,525.0
843.0,516.0
843.0,516.0
826.0,482.0
829.0,471.0
829.0,471.0
837.0,462.0
837.0,462.0
853.0,471.0
895.0,487.0
920.0,502.0
920.0,502.0
934.0,506.0
934.0,506.0
943.0,512.0
943.0,512.0
940.0,511.0
909.0,496.0
901.0,485.0
901.0,485.0
895.0,475.0
895.0,475.0
899.0,464.0
927.0,469.0
937.0,483.0
937.0,483.0
941.0,498.0
936.0,515.0
936.0,515.0
924.0,532.0
924.0,532.0
896.0,562.0
881.0,577.0
871.0,612.0
871.0,612.0
882.0,617.0
890.0,608.0
890.0,608.0
891.0,592.0
879.0,570.0
879.0,570.0
870.0,554.0
870.0,554.0
861.0,543.0
861.0,542.0
861.0,542.0
