x,y
552.0,537.0
551.0,528.0
554.0,512.0
547.0,499.0
546.0,481.0
542.0,455.0
539.0,427.0
538.0,403.0
543.0,358.0
538.0,364.0
537.0,371.0
537.0,381.0
552.0,429.0
560.0,435.0
569.0,435.0
580.0,428.0
580.0,397.0
575.0,389.0
570.0,381.0
565.0,377.0
560.0,374.0
553.0,371.0
549.0,367.0
549.0,365.0
565.0,376.0
577.0,377.0
589.0,385.0
606.0,392.0
620.0,399.0
638.0,428.0
619.0,425.0
608.0,417.0
600.0,407.0
593.0,397.0
593.0,397.0
608.0,376.0
618.0,381.0
626.0,391.0
631.0,402.0
636.0,421.0
632.0,421.0
629.0,416.0
632.0,382.0
637.0,379.0
642.0,375.0
647.0,378.0
652.0,382.0
659.0,392.0
675.0,418.0
686.0,430.0
686.0,430.0
686.0,418.0
685.0,407.0
685.0,377.0
689.0,393.0
691.0,403.0
698.0,418.0
708.0,430.0
717.0,435.0
733.0,428.0
736.0,417.0
737.0,403.0
737.0,388.0
737.0,379.0
734.0,382.0
729.0,394.0
717.0,410.0
676.0,457.0
662.0,470.0
646.0,485.0
634.0,496.0
616.0,511.0
653.0,488.0
672.0,483.0
692.0,479.0
729.0,471.0
738.0,468.0
765.0,460.0
777.0,456.0
792.0,452.0
807.0,449.0
822.0,448.0
836.0,445.0
876.0,439.0
883.0,441.0
882.0,440.0
866.0,440.0
852.0,439.0
840.0,437.0
832.0,432.0
835.0,393.0
844.0,391.0
844.0,391.0
854.0,391.0
865.0,397.0
881.0,447.0
880.0,444.0
882.0,437.0
882.0,424.0
893.0,399.0
898.0,398.0
913.0,411.0
917.0,424.0
922.0,437.0
928.0,449.0
937.0,441.0
934.0,429.0
935.0,414.0
935.0,403.0
935.0,403.0
932.0,402.0
934.0,407.0
953.0,451.0
962.0,455.0
968.0,456.0
974.0,456.0
979.0,451.0
981.0,442.0
982.0,400.0
981.0,395.0
984.0,394.0
989.0,392.0
992.0,393.0
998.0,395.0
995.0,413.0
986.0,420.0
970.0,427.0
950.0,435.0
932.0,445.0
911.0,456.0
837.0,497.0
825.0,505.0
815.0,514.0
807.0,521.0
804.0,527.0
815.0,518.0
822.0,509.0
831.0,501.0
838.0,490.0
847.0,485.0
859.0,482.0
907.0,499.0
924.0,518.0
931.0,528.0
931.0,530.0
930.0,527.0
926.0,523.0
