x,y
476.0,512.0
476.0,511.0
476.0,511.0
484.0,514.0
484.0,514.0
500.0,530.0
506.0,540.0
506.0,540.0
509.0,545.0
509.0,545.0
510.0,541.0
510.0,541.0
519.0,516.0
517.0,490.0
517.0,490.0
519.0,486.0
522.0,500.0
527.0,518.0
530.0,534.0
530.0,534.0
538.0,548.0
538.0,548.0
551.0,558.0
551.0,558.0
570.0,550.0
570.0,550.0
576.0,535.0
581.0,518.0
581.0,518.0
586.0,506.0
586.0,506.0
612.0,506.0
626.0,513.0
626.0,513.0
626.0,513.0
637.0,524.0
646.0,535.0
646.0,535.0
642.0,564.0
628.0,568.0
628.0,568.0
628.0,568.0
614.0,562.0
614.0,562.0
604.0,554.0
597.0,530.0
599.0,519.0
599.0,519.0
609.0,505.0
622.0,500.0
632.0,500.0
638.0,511.0
638.0,511.0
642.0,526.0
642.0,526.0
641.0,542.0
642.0,548.0
643.0,535.0
643.0,535.0
649.0,523.0
653.0,512.0
664.0,510.0
664.0,510.0
675.0,520.0
675.0,520.0
681.0,538.0
685.0,549.0
685.0,549.0
682.0,555.0
682.0,555.0
680.0,545.0
680.0,545.0
682.0,530.0
682.0,530.0
684.0,516.0
704.0,504.0
711.0,510.0
711.0,510.0
711.0,510.0
717.0,538.0
716.0,551.0
714.0,554.0
714.0,554.0
714.0,551.0
714.0,551.0
714.0,551.0
723.0,518.0
732.0,508.0
732.0,508.0
742.0,503.0
747.0,507.0
755.0,515.0
754.0,536.0
754.0,536.0
750.0,550.0
750.0,550.0
739.0,566.0
739.0,566.0
696.0,576.0
670.0,576.0
670.0,576.0
648.0,576.0
648.0,576.0
611.0,576.0
606.0,580.0
602.0,584.0
602.0,584.0
602.0,584.0
599.0,585.0
599.0,585.0
599.0,585.0
600.0,582.0
600.0,582.0
616.0,594.0
624.0,603.0
624.0,603.0
630.0,606.0
630.0,606.0
634.0,597.0
639.0,594.0
639.0,594.0
643.0,588.0
643.0,588.0
651.0,584.0
651.0,584.0
655.0,586.0
654.0,591.0
654.0,591.0
649.0,599.0
649.0,599.0
646.0,606.0
646.0,606.0
638.0,622.0
634.0,627.0
634.0,627.0
634.0,631.0
634.0,631.0
636.0,632.0
636.0,632.0
654.0,638.0
667.0,646.0
667.0,646.0
676.0,652.0
676.0,652.0
