x,y
440.0,446.0
439.0,448.0
440.0,449.0
448.0,470.0
451.0,477.0
456.0,482.0
458.0,483.0
464.0,483.0
468.0,481.0
470.0,474.0
474.0,436.0
471.0,427.0
473.0,421.0
474.0,417.0
473.0,420.0
474.0,421.0
480.0,434.0
494.0,466.0
504.0,470.0
504.0,471.0
508.0,469.0
507.0,459.0
506.0,453.0
507.0,442.0
503.0,419.0
505.0,422.0
510.0,434.0
512.0,443.0
514.0,450.0
541.0,458.0
542.0,453.0
544.0,440.0
544.0,431.0
544.0,431.0
546.0,424.0
563.0,411.0
570.0,413.0
577.0,421.0
586.0,430.0
596.0,438.0
607.0,455.0
605.0,464.0
600.0,469.0
576.0,460.0
573.0,448.0
569.0,442.0
567.0,430.0
570.0,423.0
576.0,414.0
585.0,409.0
606.0,427.0
610.0,436.0
612.0,446.0
613.0,454.0
613.0,461.0
612.0,463.0
610.0,456.0
611.0,449.0
611.0,424.0
627.0,396.0
639.0,409.0
643.0,420.0
648.0,435.0
654.0,451.0
674.0,524.0
672.0,528.0
667.0,529.0
663.0,494.0
663.0,479.0
662.0,462.0
662.0,447.0
665.0,434.0
669.0,419.0
673.0,414.0
673.0,410.0
671.0,431.0
668.0,445.0
666.0,456.0
655.0,467.0
644.0,477.0
641.0,477.0
630.0,480.0
645.0,477.0
654.0,477.0
665.0,477.0
665.0,477.0
675.0,477.0
685.0,478.0
689.0,481.0
641.0,492.0
626.0,494.0
614.0,497.0
605.0,500.0
595.0,501.0
595.0,501.0
565.0,512.0
565.0,510.0
565.0,508.0
570.0,508.0
577.0,505.0
586.0,505.0
595.0,504.0
627.0,506.0
633.0,512.0
640.0,517.0
643.0,525.0
639.0,523.0
637.0,517.0
631.0,511.0
628.0,506.0
623.0,493.0
607.0,454.0
605.0,439.0
599.0,422.0
594.0,383.0
592.0,368.0
592.0,359.0
593.0,351.0
592.0,358.0
596.0,365.0
601.0,372.0
601.0,372.0
610.0,380.0
629.0,393.0
642.0,396.0
693.0,410.0
702.0,414.0
719.0,418.0
731.0,422.0
742.0,432.0
742.0,432.0
752.0,439.0
796.0,516.0
796.0,526.0
795.0,531.0
792.0,532.0
790.0,526.0
787.0,515.0
784.0,504.0
784.0,493.0
780.0,431.0
779.0,413.0
785.0,405.0
787.0,401.0
782.0,405.0
781.0,414.0
782.0,423.0
763.0,473.0
755.0,481.0
752.0,486.0
748.0,488.0
746.0,489.0
747.0,488.0
758.0,484.0
769.0,484.0
777.0,483.0
785.0,480.0
796.0,478.0
806.0,478.0
816.0,480.0
826.0,482.0
837.0,490.0
834.0,486.0
834.0,481.0
830.0,476.0
831.0,469.0
830.0,464.0
827.0,459.0
823.0,424.0
823.0,411.0
826.0,405.0
824.0,409.0
827.0,411.0
825.0,418.0
827.0,426.0
847.0,461.0
859.0,465.0
868.0,474.0
879.0,477.0
893.0,480.0
902.0,479.0
913.0,480.0
915.0,480.0
908.0,484.0
901.0,480.0
899.0,475.0
895.0,472.0
890.0,467.0
887.0,461.0
891.0,419.0
898.0,417.0
902.0,414.0
910.0,415.0
919.0,419.0
926.0,426.0
932.0,434.0
931.0,476.0
924.0,479.0
920.0,478.0
912.0,478.0
909.0,475.0
912.0,471.0
914.0,466.0
916.0,464.0
951.0,460.0
955.0,461.0
963.0,465.0
968.0,467.0
974.0,471.0
978.0,475.0
977.0,477.0
975.0,472.0
969.0,463.0
969.0,453.0
971.0,444.0
970.0,421.0
969.0,411.0
973.0,412.0
975.0,443.0
970.0,457.0
972.0,471.0
973.0,482.0
977.0,495.0
964.0,510.0
957.0,511.0
948.0,514.0
940.0,510.0
938.0,511.0
930.0,512.0
928.0,512.0
924.0,524.0
929.0,529.0
930.0,533.0
935.0,531.0
939.0,533.0
941.0,528.0
942.0,520.0
943.0,514.0
924.0,484.0
923.0,478.0
922.0,478.0
919.0,482.0
917.0,490.0
914.0,502.0
906.0,514.0
872.0,558.0
866.0,567.0
860.0,576.0
855.0,582.0
850.0,586.0
850.0,587.0
852.0,589.0
888.0,569.0
900.0,561.0
910.0,557.0
919.0,553.0
